auction_date,auction_city,auction_region,auction_item,starting_price,target_price,item_ts
21.01.2026,Gryfino,zachodniopomorskie,OPEL INSIGNIA rok prod 2011 2.0 cdti 130,10850.0,21700.0,2025-12-22 22:05:33
21.01.2026,Gdańsk,pomorskie,"FIAT STILO GD263SR 2003 ZFA19200000287223  nr rej. GD263SR,  data I rej. 28.11.2003",1125.0,1500.0,2025-12-22 22:05:34
21.01.2026,Gdańsk,pomorskie,DODGE DURANGO 5.7 benz+ LPG GD210VG 2004 1D4HB48D94F213255  data I rej. 01.01.2004,11250.0,15000.0,2025-12-22 22:05:34
21.01.2026,Kędzierzyn-Koźle,opolskie,VOLKSWAGEN GOLF,6000.0,8000.0,2025-12-22 22:05:34
21.01.2026,Bydgoszcz,kujawsko-pomorskie,OPEL CORSA-C 1.3D,1875.0,2500.0,2025-12-22 22:05:35
21.01.2026,Gdańsk,pomorskie,VOLKSWAGEN BORA WVWZZZ1JZXW436119 1998 GA4017S data I rej 29.01.2009,2250.0,3000.0,2025-12-22 22:05:37
21.01.2026,Nakło nad Notecią,kujawsko-pomorskie,SAMOCHÓD OSOBOWY KIA SORENTO,42525.0,56700.0,2025-12-22 22:05:38
21.01.2026,Radzymin,mazowieckie,Motocykl marki SAM 650,1200.0,1600.0,2025-12-22 22:05:39
21.01.2026,Radzymin,mazowieckie,motocykl marki Hyosung Aąuila,1200.0,1600.0,2025-12-22 22:05:39
21.01.2026,Radzymin,mazowieckie,samochód osobowy marki Hyundai Grandeur,6750.0,9000.0,2025-12-22 22:05:39
21.01.2026,Radzymin,mazowieckie,samochód osobowy marki Polski Fiat 126P,2250.0,3000.0,2025-12-22 22:05:39
21.01.2026,Radzymin,mazowieckie,przyczepka lekka 2PC - ŚWIDNIK,600.0,800.0,2025-12-22 22:05:39
21.01.2026,Gdańsk,pomorskie,ALFA ROMEO 159 2006 GST56152 ZAR93900007067914 data I rej: 30.10.2006,3750.0,5000.0,2025-12-22 22:05:39
21.01.2026,Szczecin,zachodniopomorskie,Samochody osobowe,64950.0,86600.0,2025-12-22 22:05:40
22.01.2026,Rzeszotary,dolnośląskie,CHEVROLET AVEO DL2165F VIN KL1SF48DJ8B203939 r. 2008,3825.0,5100.0,2025-12-22 22:05:41
22.01.2026,Tczew,pomorskie,"samochód osobowy Skoda Octavia 1,9 TDI 2005 rok, nr rejestracyjny GTC13282",5000.0,10000.0,2025-12-22 22:05:42
22.01.2026,Opole,opolskie,ZMIANA TERMINU LICYTACJI -TOYOTA AVENSIS,12300.0,16400.0,2025-12-22 22:05:43
22.01.2026,Opole,opolskie,MERCEDES-BENZ ML 350 4MATIC,46050.0,61400.0,2025-12-22 22:05:43
22.01.2026,Opole,opolskie,JEEP GRAND CHEROKEE,46800.0,62400.0,2025-12-22 22:05:43
22.01.2026,Kraków,małopolskie,"Samochód osobowy marki RENAULT model MEGANE 1.5 dCI nr VIN: VF1BZ1G0645212849 rok produkcji 2011, hatchback, 5-drzwi pojemność silnika: 1461 cm3/81 kW skrzynia biegów: manualna rodzaj paliwa: olej napędowy przebieg: 197 059 km BRAK DOWODU REJESTRACYJNEGO",5000.0,10000.0,2025-12-22 22:05:44
22.01.2026,Gliwice,śląskie,"VOLKSWAGEN PASSAT, nr rej. SG720CC, VIN WVWZZZ3CZ6E220587, rok produkcji 2006",6375.0,8500.0,2025-12-22 22:05:45
22.01.2026,Łubianka,kujawsko-pomorskie,"Seat Leon,nr rej. CTR 23874 VIN rok produkcji 1999",3000.0,4000.0,2025-12-22 22:05:45
23.01.2026,Roztworów,mazowieckie,"Dodge Journey, Rok produkcji: 2009, VIN: 3D4GGC7Y59T535206",17250.0,23000.0,2025-12-22 22:05:47
23.01.2026,Broniszew,mazowieckie,"Rodzaj: CIĄGNIK ROLNICZY (operat biegłego do wglądu w kancelarii) Marka: NEW HOLLAND Model: T4.65V MR11 Rok produkcji: 2016 Rejestracja: WBR88RU Silnik: poj: 3200 cm3, moc: 48 KM, rodz. paliwa: OLEJ NAPĘDOWY VIN: ZGJE10383 Data pierwsz. rejestracji: 2017-08-25 Brak informacji o ważnym badaniu technicznym",80475.0,107300.0,2025-12-22 22:05:48
23.01.2026,Broniszew,mazowieckie,"Rodzaj: SAMOCHÓD SPECJALNY (operat biegłego do wglądu w kancelarii) Marka: DAF Model: XF 105.460 Rok produkcji: 2013 Rejestracja: WBR6H49 Silnik: poj: 12902 cm3, moc: 340 KM, rodz. paliwa: OLEJ NAPĘDOWY VIN: XLRAS47MS0E989044 Data ważności OC: 2026-08-31 Data pierwsz. rejestracji: 2013-09-02",60331.0,80442.0,2025-12-22 22:05:48
23.01.2026,Broniszew,mazowieckie,"Rodzaj: SAMOCHÓD CIĘŻAROWY Marka: VOLKSWAGEN Model: LT35 Rok produkcji: 2004 Rejestracja: WBR72TP Silnik: poj: 2461 cm3, moc: 80 KM, rodz. paliwa: OLEJ NAPĘDOWY VIN: WV1ZZZ2DZ4H020994 Data ważności OC: 2026-04-13",7500.0,10000.0,2025-12-22 22:05:48
23.01.2026,Broniszew,mazowieckie,"Rodzaj: SAMOCHÓD OSOBOWY Marka: VOLKSWAGEN Model: CARAVELLE 2.5 TDI Rok produkcji: 1997 Rejestracja: WBR92UE Silnik: poj: 2461 cm3, moc: 75 KM, rodz. paliwa: OLEJ NAPĘDOWY VIN: WV2ZZZ70ZWH079573 Data ważności OC: 2026-06-15 Data pierwsz. rejestracji: 1997-11-14",7500.0,10000.0,2025-12-22 22:05:48
27.01.2026,Kolonia Borek,śląskie,"BMW 120I przebieg 308 tys.km, nr rej. SC209EF, rok produkcji 2006",6000.0,8000.0,2025-12-22 22:05:48
27.01.2026,Wrocław,dolnośląskie,Samochody osobowe,5250.0,7000.0,2025-12-22 22:05:49
27.01.2026,Wrocław,dolnośląskie,Samochody osobowe,2625.0,3500.0,2025-12-22 22:05:50
27.01.2026,Tomaszowice,małopolskie,RENAULT TWINGO 1.2KAT (brak kluczyków i dokumentów),150.0,200.0,2025-12-22 22:05:51
28.01.2026,Konstantynów Łódzki,łódzkie,"BMW 330 D, nr rej. EPIVN46, rok produkcji 2002 r., VIN: WBAER91010KG81238,  14.07.2022 r., - data pierwszej rejestracji pojazdu na terytorium Rzeczypospolitej Polskiej, data ważności OC 2026-02-09, prawdopodobnie uszkodzona pompa wysokiego ciśnienia.",6750.0,13500.0,2025-12-22 22:05:51
28.01.2026,Kościan,wielkopolskie,Samochód osobowy BMW 320 rok 1999 Rej: PKARV22 VIN: WBAAM11070JM43721,2250.0,3000.0,2025-12-22 22:05:52
28.01.2026,Sosnowiec,śląskie,Samochody osobowe,13500.0,18000.0,2025-12-22 22:05:53
28.01.2026,Płoszów,łódzkie,"CHEVROLET CAPTIVA, rok. produkcji 2008, ERA86T9,nr vin KL1CG26RJ8B211589",10000.0,20000.0,2025-12-22 22:05:54
28.01.2026,Płoszów,łódzkie,"OPEL
 MOVANO, rok produkcji 2002, ERA42XL nr vin VN1F9CCL523928934",7500.0,15000.0,2025-12-22 22:05:54
28.01.2026,Płoszów,łódzkie,"WÓZEK WIDŁOWY TOYOTA 6FGF25, rok produkcji 1998, nr zew. 406FGF-25-10429",15000.0,30000.0,2025-12-22 22:05:54
28.01.2026,Stalowa Wola,podkarpackie,"Opel Insignia, 2009 r., 2.0 118 kw",12750.0,17000.0,2025-12-22 22:05:54
28.01.2026,Kolonia Giżyce,lubelskie,"Samochód osobowy Mini, Mini",11250.0,15000.0,2025-12-22 22:05:55
28.01.2026,Tuszów,lubelskie,Samochody osobowe,3000.0,4000.0,2025-12-22 22:05:56
28.01.2026,Jaworowa,mazowieckie,samochód osobowy SKODA SUPERB kombi,47325.0,63100.0,2025-12-22 22:05:57
28.01.2026,Bydlin,małopolskie,Samochody osobowe,7000.0,14000.0,2025-12-22 22:05:58
